#node1	node2	combined_score
RPL38	RPF1	911
MAK16	RPF1	998
CEBPZ	RPF1	863
DDX18	RPF1	989
RPL15	RPF1	919
RRP15	RPF1	989
KRR1	RPF1	902
LTV1	RPF1	871
WDR3	RPF1	755
GTPBP4	RPF1	984
RPL7	RPF1	906
DHX15	RPF1	706
SDAD1	RPF1	725
TWISTNB	RPF1	766
GNL3L	RPF1	965
RPL22	RPF1	773
FOXO3	PRKACB	939
PTK2	PRKACB	911
RASGRF2	PRKACB	922
ATF2	PRKACB	782
PRKAR2A	PRKACB	998
AKAP10	PRKACB	934
LRBA	PRKACB	726
RPS6KB1	PRKACB	932
CACNA1C	PRKACB	972
CACNA2D1	PRKACB	704
SLC12A2	PRKACB	932
PDE3A	PRKACB	898
AKAP9	PRKACB	991
RAP1B	PRKACB	944
AKAP13	PRKACB	777
AKAP11	PRKACB	948
SIK2	PRKACB	911
HSP90AA1	PRKACB	724
CSNK1G3	PRKACB	911
MED1	PRKACB	913
PRKAA1	PRKACB	925
GNB4	PRKACB	710
NR3C1	PRKACB	708
PDE4D	PRKACB	919
HSP90AA1	BAG2	732
HSPA4	BAG2	997
BAG4	BAG2	907
TOP2B	ZNF451	701
GPATCH2L	ZNF451	725
ZNF451	BEND6	777
DNAJC12	DNAJB4	843
HSPA4	DNAJB4	982
HSP90AA1	DNAJB4	770
BAG2	DNAJB4	783
HSPA13	DNAJB4	775
HSPA9	DNAJB4	800
SF3B1	FUBP1	723
HNRNPA1	FUBP1	703
VHL	USP33	959
WSB1	USP33	710
SEL1L	USP33	722
H3C13	ZZZ3	946
H3C14	ZZZ3	903
H3C10	ZZZ3	903
TAF5	ZZZ3	869
UBR1	ZZZ3	795
TADA1	ZZZ3	786
H3C12	ZZZ3	947
MAP3K7	ZZZ3	789
H3-4	ZZZ3	915
GTF3C3	ZZZ3	799
PIGL	PIGK	811
QKI	MBNL3	891
MBNL1	MBNL3	786
TYW5	TYW3	748
SREK1	ZRANB2	773
MTR	CTH	994
MOCOS	CTH	846
PPAT	CTH	728
LDHAL6B	CTH	838
RBM39	SRSF11	982
CCAR1	SRSF11	720
PRRC2C	SRSF11	832
SREK1	SRSF11	933
PRPF4B	SRSF11	702
ZRANB2	SRSF11	778
SRSF6	SRSF11	952
SF3B1	SRSF11	724
CDC40	SRSF11	856
NKTR	SRSF11	803
KCTD3	LRRC40	741
RRAS2	GNG12	751
GNB4	GNG12	999
PRKCE	GNG12	788
PAK3	GNG12	907
NRAS	GNG12	714
CHRM3	GNG12	910
RASA2	GNG12	900
HTR1F	GNG12	717
WDR63	WDR78	948
CFAP70	WDR78	781
DNAH5	WDR78	858
DNHD1	WDR78	702
DNAH7	WDR78	868
NME7	EFHC1	849
MNS1	EFHC1	861
VPS35	DNAJC6	817
HSPA4	DNAJC6	736
DNAJC13	DNAJC6	824
DNAJB4	DNAJC6	807
FZD3	ROR1	723
EGFR	ROR1	701
CENPQ	ITGB3BP	999
H4C11	ITGB3BP	803
H2BC4	ITGB3BP	806
H2BC7	ITGB3BP	815
CENPC	ITGB3BP	989
KNL1	ITGB3BP	771
H4C6	ITGB3BP	899
XPNPEP3	XPNPEP2	916
MEP1A	XPNPEP2	951
H3-4	SMARCA1	806
BPTF	SMARCA1	999
H2AC20	SMARCA1	823
RSF1	SMARCA1	968
H2BC21	SMARCA1	829
H3C13	SMARCA1	806
BAZ1B	SMARCA1	998
SMARCA5	SMARCA1	974
H4C6	SMARCA1	777
H3C12	SMARCA1	880
APOB	ANGPTL3	877
RPS27A	XIAP	779
CHUK	XIAP	772
TBK1	XIAP	823
CFLAR	XIAP	917
BIRC5	XIAP	960
CASP8	XIAP	970
MDM2	XIAP	929
MAP3K7	XIAP	951
TRAF5	XIAP	931
BIRC3	XIAP	994
GPD2	FGGY	786
OPA1	OMA1	969
HEATR1	NOC3L	804
MAK16	NOC3L	997
DDX55	NOC3L	962
ORC3	NOC3L	961
CEBPZ	NOC3L	956
ESF1	NOC3L	861
GNL3L	NOC3L	957
MED1	NOC3L	762
WDR12	NOC3L	992
RPL21	NOC3L	875
DHX15	NOC3L	795
RPL7	NOC3L	828
WDR3	NOC3L	868
UTP20	NOC3L	812
RPL18A	NOC3L	887
KRR1	NOC3L	786
SDAD1	NOC3L	924
DDX10	NOC3L	901
DDX47	NOC3L	796
RPL22	NOC3L	790
RPF1	NOC3L	963
RRP15	NOC3L	825
MTREX	NOC3L	862
RPL27A	NOC3L	867
RPL4	NOC3L	889
WDR75	NOC3L	867
RSL24D1	NOC3L	966
POLR1A	NOC3L	781
ORC2	NOC3L	956
GTPBP4	NOC3L	994
RPL15	NOC3L	847
ORC5	NOC3L	959
UTP6	NOC3L	723
RPL37	NOC3L	848
RPL38	NOC3L	860
LTV1	NOC3L	834
DDX18	NOC3L	985
NVL	NOC3L	863
CD2AP	PLCE1	913
PIKFYVE	PLCE1	900
DGKH	PLCE1	794
RRAS2	PLCE1	919
MTM1	PLCE1	902
RAP1B	PLCE1	915
TRPC6	PLCE1	890
KRAS	PLCE1	971
PIP5K1A	PLCE1	772
DGKE	PLCE1	770
NRAS	PLCE1	974
PIK3CA	PLCE1	708
VBP1	PFDN4	999
POLR2K	PFDN4	823
CCT6A	PFDN4	931
RANBP2	NDC1	971
NUP50	NDC1	887
NUP155	NDC1	992
NUP43	NDC1	981
NUP205	NDC1	993
AHCTF1	NDC1	945
NUP35	NDC1	999
NUP133	NDC1	956
NUP98	NDC1	943
TPR	NDC1	832
DMP1	RUNX2	713
SMURF2	RUNX2	765
NR3C1	RUNX2	827
IL1B	RUNX2	760
PPARG	RUNX2	873
PRKACB	RUNX2	937
PPM1D	RUNX2	834
PPARGC1B	RUNX2	788
FGF2	RUNX2	753
NCOR1	SUPT3H	802
MAP3K7	SUPT3H	722
ATXN7	SUPT3H	998
TADA1	SUPT3H	999
ZZZ3	SUPT3H	845
TBPL1	SUPT3H	729
TAF5	SUPT3H	994
LSM8	CDC5L	848
RBMX	CDC5L	890
DHX33	CDC5L	792
LSM3	CDC5L	825
SNRPA1	CDC5L	999
DHX15	CDC5L	996
CDC40	CDC5L	999
PRPF39	CDC5L	962
CWF19L2	CDC5L	992
HFM1	CDC5L	837
AQR	CDC5L	999
SNRNP48	CDC5L	863
THOC2	CDC5L	953
ORC2	CDC5L	803
DHX9	CDC5L	764
SRSF6	CDC5L	843
PRPF3	CDC5L	786
SDE2	CDC5L	940
LEMD3	CDC5L	797
MAGOHB	CDC5L	837
TCERG1	CDC5L	985
MCM4	CDC5L	703
BCAS2	CDC5L	999
PPWD1	CDC5L	897
EFL1	CDC5L	724
ASCC3	CDC5L	833
SF3B1	CDC5L	999
SNRNP40	CDC5L	999
RBM39	CDC5L	956
KNSTRN	CEP55	708
ARHGAP11A	CEP55	727
KIF18A	CEP55	793
DTL	CEP55	817
SKA1	CEP55	720
MAD2L1	CEP55	730
SPDL1	CEP55	720
KIF14	CEP55	943
ATAD2	CEP55	715
BUB1	CEP55	928
CENPE	CEP55	936
RAD51AP1	CEP55	839
DLGAP5	CEP55	999
MELK	CEP55	956
ASPM	CEP55	950
SGO1	CEP55	746
KIF11	CEP55	997
PLK4	CEP55	821
CKAP2L	CEP55	886
TPX2	CEP55	944
NEK2	CEP55	912
TTK	CEP55	945
KIF15	CEP55	893
CENPF	CEP55	959
TEX14	CEP55	980
AURKA	CEP55	936
BUB1B	CEP55	939
KIF23	CEP55	975
ANLN	CEP55	930
SPC25	CEP55	811
BIRC5	CEP55	913
MKI67	CEP55	904
SHCBP1	CEP55	785
NCAPG	CEP55	899
CDKN3	CEP55	822
FKTN	DPM1	715
POMK	DPM1	736
B3GALNT2	DPM1	742
NUP205	BTF3L4	795
NUP155	BTF3L4	774
MPP5	PARD6B	943
PRKCI	PARD6B	997
RHOQ	PARD6B	757
KIF21A	KIF20B	719
KIF14	KIF20B	749
MIS18BP1	KIF20B	765
SMC2	KIF20B	739
ASPM	KIF20B	819
CENPE	KIF20B	950
NCAPG	KIF20B	823
KIF11	KIF20B	895
PLK4	KIF20B	762
KIF23	KIF20B	861
BUB1	KIF20B	741
KIF15	KIF20B	883
KIF18A	KIF20B	819
TTK	KIF20B	777
RPS27A	EPS15	767
EGFR	EPS15	994
SYNJ2	EPS15	818
STAM2	EPS15	931
REPS2	EPS15	776
CRK	EPS15	916
EIF2AK2	IFIT5	855
CEP135	STIL	963
CENPF	STIL	708
POLQ	STIL	784
MELK	STIL	819
PLK4	STIL	999
NCAPG	STIL	708
MCPH1	STIL	932
KIF11	STIL	858
KIF14	STIL	777
SASS6	STIL	996
ASPM	STIL	972
UGT2A3	CYP4A22	710
PTGS2	CYP4A22	906
CYP4A11	CYP4A22	961
CYP2U1	CYP4A22	945
ARFGEF1	ARFGEF2	830
ERMARD	ARFGEF2	729
RPS27A	STAMBPL1	967
ZUP1	STAMBPL1	918
CSF3	IL13RA2	703
EGFR	IL13RA2	775
ZEB1	PTEN	763
SIRT1	PTEN	757
PIK3C2A	PTEN	934
CASP8	PTEN	781
EGFR	PTEN	969
RHEB	PTEN	805
FOXO3	PTEN	853
CCND2	PTEN	706
SYNJ2	PTEN	928
PREX2	PTEN	990
PLCE1	PTEN	913
SPRTN	PTEN	809
IL1B	PTEN	738
PIK3CA	PTEN	995
MDM4	PTEN	732
PIKFYVE	PTEN	940
PALB2	PTEN	727
DLG1	PTEN	996
PARD6B	PTEN	907
HSP90AA1	PTEN	803
SKP2	PTEN	701
KRAS	PTEN	936
MAGI3	PTEN	972
AURKA	PTEN	711
PPARG	PTEN	830
MDM2	PTEN	902
PRKCI	PTEN	933
ATM	PTEN	897
PIP5K1A	PTEN	927
CSNK2A1	PTEN	971
RICTOR	PTEN	834
CDK6	PTEN	801
CSNK2A2	PTEN	954
CENPC	PTEN	740
MET	PTEN	755
RPS27A	PTEN	752
RPS6KB1	PTEN	914
PIK3C3	PTEN	953
AGO2	PTEN	778
PTK2	PTEN	995
NF1	PTEN	874
PI4K2B	PTEN	907
MTOR	PTEN	942
CHUK	PTEN	964
TSC1	PTEN	801
NRAS	PTEN	872
ROCK2	PTEN	937
XIAP	PTEN	921
H3-4	NCOA3	705
H3C12	NCOA3	701
HEATR6	NCOA3	936
MED23	NCOA3	734
NRIP1	NCOA3	766
RPS6KB1	NCOA3	931
H3C13	NCOA3	706
MED1	NCOA3	974
H4C6	NCOA3	804
ATAD2	NCOA3	763
NR3C1	NCOA3	903
PPARG	NCOA3	909
SMAD2	NCOA3	709
CHUK	NCOA3	814
NCOR1	NCOA3	928
STAG2	NCOA3	822
PRKACB	NCOA3	919
RPL38	RPL7A	999
RPL12	RPL7A	999
NUFIP2	RPL7A	729
NOC3L	RPL7A	938
RPL27A	RPL7A	999
MRPS10	RPL7A	785
EIF5A2	RPL7A	855
EEF1A1	RPL7A	990
TMA16	RPL7A	817
RPS27A	RPL7A	999
RPS23	RPL7A	999
NEMF	RPL7A	829
NPM1	RPL7A	747
EIF2S1	RPL7A	939
ABCE1	RPL7A	937
MED1	RPL7A	920
STT3B	RPL7A	791
RPL4	RPL7A	999
RPL21	RPL7A	999
EIF3C	RPL7A	749
RPF1	RPL7A	927
EEF1G	RPL7A	963
NOP10	RPL7A	774
MAK16	RPL7A	953
RPL22	RPL7A	999
PA2G4	RPL7A	996
MRPL13	RPL7A	823
WDR12	RPL7A	952
RPL37	RPL7A	999
RPL39	RPL7A	998
DHX9	RPL7A	781
RPS27L	RPL7A	974
EIF2S3	RPL7A	874
RPL7	RPL7A	999
HBS1L	RPL7A	878
RPS2	RPL7A	999
RPL18A	RPL7A	999
DDX18	RPL7A	957
RPS3A	RPL7A	999
RSL24D1	RPL7A	993
RPS26	RPL7A	999
GTPBP4	RPL7A	978
RPL15	RPL7A	999
EIF3E	RPL7A	774
GNL3L	RPL7A	819
TGFBR2	BMPR1A	728
PTEN	BMPR1A	753
ACVR2B	BMPR1A	995
SMAD2	BMPR1A	965
POLR3C	GTF3C4	839
GTF3C3	GTF3C4	998
BDP1	GTF3C4	738
RPS2	POLR3A	894
GTF3C3	POLR3A	837
POLR2K	POLR3A	997
MRPS10	POLR3A	781
GTF3C4	POLR3A	784
RPAP3	POLR3A	882
POLR3C	POLR3A	999
POLR1A	POLR3A	984
SMARCA5	POLR3A	710
RPL7	POLR3A	759
RRN3	POLR3A	739
OAT	POLR3A	855
POLR3B	POLR3A	999
RPL4	POLR3A	787
WDR3	POLR3A	780
MRPL3	POLR3A	797
BDP1	POLR3A	994
EFL1	POLR3A	732
MED1	POLR3A	856
TWISTNB	POLR3A	922
GTPBP4	POLR3A	773
MTIF2	POLR3A	820
HEATR1	POLR3A	775
RPS23	POLR3A	722
EPRS1	POLR3A	747
CDC5L	RBM41	773
SF3B1	RBM41	804
SNRNP48	RBM41	709
ZCRB1	RBM41	731
PRKCE	VDAC2	912
PPID	VDAC2	936
PHF7	TCEAL1	700
NPM1	SET	707
MCPH1	SET	804
SGO2	SET	832
SRSF6	SET	890
RASSF6	STK4	835
FOXO3	STK4	966
H2BC21	STK4	728
UBR1	UBR2	835
ATE1	UBR2	813
CENPF	CENPI	910
BUB1B	CENPI	905
KIF23	CENPI	727
ITGB3BP	CENPI	998
CENPE	CENPI	882
H4C11	CENPI	816
BIRC5	CENPI	723
SGO1	CENPI	856
H4C6	CENPI	921
MIS18BP1	CENPI	909
CENPC	CENPI	998
KIF11	CENPI	809
KIF18A	CENPI	808
BUB1	CENPI	854
H2BC7	CENPI	810
MAD2L1	CENPI	900
ZWILCH	CENPI	713
CENPQ	CENPI	999
ERCC6L	CENPI	937
SKA1	CENPI	805
KNL1	CENPI	898
H2BC4	CENPI	810
BUB3	CENPI	743
BMT2	RRAGC	749
MTOR	RRAGC	999
TSC1	RRAGC	881
LTV1	RRAGC	894
FNIP2	RRAGC	997
RPS6KB1	RRAGC	858
RICTOR	RRAGC	727
RHEB	RRAGC	971
CDC40	SF3A3	992
SF3B1	SF3A3	999
CDC5L	SF3A3	997
LSM8	SF3A3	997
RBM41	SF3A3	788
PRPF3	SF3A3	997
AQR	SF3A3	879
LSM3	SF3A3	996
SNRNP40	SF3A3	935
TCERG1	SF3A3	988
DHX15	SF3A3	969
BCAS2	SF3A3	838
MAGOHB	SF3A3	925
PRPF4B	SF3A3	819
SNRPA1	SF3A3	999
POLD3	RPA4	929
PRIM1	RPA4	931
BLM	RPA4	747
HSPA9	APOOL	780
H3C12	AGO3	791
HSP90AA1	AGO3	731
H3C13	AGO3	793
AGO2	AGO3	997
DHX9	AGO3	779
AGO3	AGO4	966
DHX9	AGO4	768
H3C12	AGO4	700
H3C13	AGO4	700
AGO2	AGO4	988
LMAN1	SAR1A	761
SEC23A	SAR1A	995
UBXN7	BRWD3	746
H2BC21	ATRX	840
PHIP	ATRX	742
ARID2	ATRX	720
PTEN	ATRX	779
MCM4	ATRX	745
NF1	ATRX	753
H3-4	ATRX	995
PRKDC	ATRX	704
REV3L	ATRX	725
H3C14	ATRX	984
RAD51C	ATRX	780
RAD52	ATRX	993
H3C12	ATRX	995
THOC2	ATRX	758
BLM	ATRX	710
SMC3	ATRX	789
RAD51AP1	ATRX	745
BPTF	ATRX	709
FANCD2	ATRX	761
STAG2	ATRX	730
H3C13	ATRX	992
H3C10	ATRX	921
H2AC8	ATRX	775
MRE11	ATRX	851
H2AC20	ATRX	757
WRN	ATRX	848
RAD54B	ATRX	980
KMT2C	ATRX	743
NBN	ATRX	796
FANCM	ATRX	749
SMC5	ATRX	801
EXO1	ATRX	756
FUBP1	ATRX	744
ATM	ATRX	897
CBX5	ATRX	891
H4C6	ATRX	847
CYP4A22	UGT1A4	712
CYP4A11	UGT1A4	783
HSD11B1	UGT1A4	700
CYP4A22	UGT1A5	713
CYP4A11	UGT1A5	719
RLIM	CHIC1	718
DDX18	DDX50	710
ARID4B	TET1	765
PPARG	TET1	842
ARID4A	TET1	823
NANOG	TET1	993
POU5F1	TET1	789
ZBTB26	ZBTB6	717
LIN9	RBL1	931
ARID4B	RBL1	833
ARID4A	RBL1	877
CDK6	RBL1	942
SMAD2	RBL1	919
LIN54	RBL1	801
CCND2	RBL1	924
PSMC1	RBL1	901
CNOT1	RC3H2	777
NUFIP2	RC3H2	775
AGO2	RC3H2	760
RC3H1	RC3H2	819
GFPT1	OGT	712
CSNK2A1	OGT	982
FOXK1	OGT	971
PIK3CA	OGT	907
ARID4A	OGT	725
MORF4L1	OGT	780
SINHCAF	OGT	794
ARID4B	OGT	762
HCFC2	OGT	797
TRAK2	OGT	863
EPC1	OGT	722
EPC2	OGT	720
TET1	OGT	950
ATF2	OGT	728
SF3A3	SRPK1	718
SRSF6	SRPK1	988
SREK1	SRPK1	709
DDX21	SRPK1	827
HSPA4	SRPK1	787
RBM39	SRPK1	821
DHX9	SRPK1	759
CDC5L	SRPK1	844
FGFR1OP	CNTRL	866
TUBE1	CNTRL	837
CEP170	CNTRL	984
SIX4	EYA3	754
TOPORS	UBE2D1	829
UBE2D4	UBE2D1	902
UBR1	UBE2D1	757
HSPA4	UBE2D1	811
RPS27A	UBE2D1	993
BIRC3	UBE2D1	935
ST13	UBE2D1	706
USP9X	UBE2D1	707
MDM2	UBE2D1	997
BARD1	UBE2D1	953
UBA3	UBE2D1	854
XIAP	UBE2D1	900
UHRF2	UBE2D1	716
RNF2	UBE2D1	789
MDM4	UBE2D1	748
ANAPC1	UBE2D1	844
SMURF2	UBE2D1	939
RLIM	UBE2D1	916
UBA6	UBE2D1	859
RNF168	UBE2D1	783
RNF146	UBE2D1	958
UBE2E1	UBE2D1	817
PLCE1	IPMK	914
PTX3	MBL2	972
CFH	MBL2	839
LMAN1	MBL2	770
CR1	MBL2	925
WNT3	DKK1	890
LRP6	DKK1	999
RUNX2	DKK1	717
RGS2	PRKG1	970
GUCY1A1	PRKG1	948
PDE5A	PRKG1	867
TRPC6	PRKG1	942
ATF2	PRKG1	707
GUCY1A2	PRKG1	952
CACNA1C	PRKG1	937
PRKG2	PRKG1	908
BARD1	CDC26	907
MAD2L1	CDC26	960
BRCC3	CDC26	909
BUB1B	CDC26	992
UBE2D1	CDC26	860
UBE2E1	CDC26	839
RNF2	CDC26	900
BUB3	CDC26	948
FBXO5	CDC26	981
NEK2	CDC26	986
PCGF6	CDC26	900
ANAPC1	CDC26	999
NBN	INIP	766
RBBP5	INIP	781
SGPP1	UGCG	948
HFM1	SHOC1	740
GNG12	GNG10	726
GNAT2	GNG10	703
GNB4	GNG10	999
RASGRF2	GNG10	717
CLIC2	CLIC4	853
PPM1A	CLIC4	751
HIVEP2	CLIC4	897
CKAP2L	KIF4A	843
KIF23	KIF4A	955
TTK	KIF4A	921
SKA3	KIF4A	813
CEP55	KIF4A	951
SKA1	KIF4A	744
MELK	KIF4A	964
TPX2	KIF4A	965
CENPE	KIF4A	957
NCAPH	KIF4A	945
DTL	KIF4A	728
KIF20B	KIF4A	717
SPC25	KIF4A	761
KIF14	KIF4A	921
NEK2	KIF4A	858
DLGAP5	KIF4A	962
ANLN	KIF4A	782
BUB1	KIF4A	952
BIRC5	KIF4A	925
MKI67	KIF4A	871
NEIL3	KIF4A	750
ASPM	KIF4A	952
SHCBP1	KIF4A	738
CENPF	KIF4A	879
SMC2	KIF4A	774
NCAPG	KIF4A	934
MAD2L1	KIF4A	726
RAD51AP1	KIF4A	795
KIF18A	KIF4A	812
AURKA	KIF4A	885
CDKN3	KIF4A	803
ERCC6L	KIF4A	727
KIF15	KIF4A	917
KIF11	KIF4A	952
SMC4	KIF4A	725
BUB1B	KIF4A	968
GNG10	LPAR1	724
GNB4	LPAR1	704
GDPD1	LPAR1	785
CHSY1	CSGALNACT2	943
DDX47	BMS1	743
UTP20	BMS1	999
GTPBP4	BMS1	943
GNL3L	BMS1	814
MTREX	BMS1	973
UTP23	BMS1	824
RIOK2	BMS1	869
NOL11	BMS1	942
POLR1A	BMS1	938
NVL	BMS1	770
RPS23	BMS1	994
ESF1	BMS1	912
SRFBP1	BMS1	829
DDX10	BMS1	944
UTP15	BMS1	999
RPS3A	BMS1	994
RPS27A	BMS1	903
MAK16	BMS1	886
SDAD1	BMS1	947
WDR3	BMS1	999
C1D	BMS1	832
HEATR1	BMS1	999
RPF1	BMS1	836
DHX15	BMS1	960
UTP6	BMS1	999
NOC3L	BMS1	873
WDR75	BMS1	999
POLR3A	BMS1	789
RPS27L	BMS1	895
KRR1	BMS1	999
RSL24D1	BMS1	740
DDX18	BMS1	996
CEBPZ	BMS1	939
DDX55	BMS1	753
RPL4	BMS1	878
WDR12	BMS1	887
EEF1A1	BMS1	759
LTV1	BMS1	922
POLR3B	BMS1	840
ACVR2B	BMPR2	951
TGFB2	BMPR2	761
TRPC5	BMPR2	907
SMAD2	BMPR2	965
BMPR1A	BMPR2	999
TRPC6	BMPR2	929
DHX9	HNRNPR	909
GEMIN2	HNRNPR	820
HNRNPA1	HNRNPR	989
DDX21	HNRNPR	730
ZFR	HNRNPR	793
DHX15	HNRNPR	727
SYNCRIP	HNRNPR	956
HNRNPH1	HNRNPR	947
RBMX	HNRNPR	936
ESF1	ELP1	823
CHUK	ELP1	876
PLOD2	TMEM38B	733
CYP4A11	AOX1	924
MOCOS	AOX1	978
UGT2A3	AOX1	940
UGT1A4	AOX1	946
UGT1A5	AOX1	940
CYP4A22	AOX1	917
APOB	ABCA1	861
SNTB2	ABCA1	830
UTRN	ABCA1	706
PPARG	ABCA1	820
ABCA1	NIPSNAP3B	715
FBN1	COL5A2	924
PLOD2	COL5A2	737
LAMB1	COL5A2	754
COL12A1	COL5A2	861
COL14A1	COL5A2	752
RPS26	EIF2S2	992
RPL15	EIF2S2	760
RPS3A	EIF2S2	991
RPS23	EIF2S2	992
ABCE1	EIF2S2	953
EPRS1	EIF2S2	736
EEF1A1	EIF2S2	736
EIF2AK4	EIF2S2	850
EIF3C	EIF2S2	998
RPS2	EIF2S2	996
RPS27A	EIF2S2	988
EIF2S1	EIF2S2	999
RPL21	EIF2S2	702
EIF2S3	EIF2S2	999
RPL18A	EIF2S2	743
MRPS10	EIF2S2	808
RPS27L	EIF2S2	911
RPL7	EIF2S2	738
RPL7A	EIF2S2	830
RPL4	EIF2S2	863
EIF3E	EIF2S2	986
RPL27A	EIF2S2	737
COL5A2	COL15A1	766
COL14A1	COL15A1	779
RPS2	OTUD3	831
PTEN	OTUD3	941
MRPL32	OTUD3	903
MED1	OTUD3	817
RPS23	OTUD3	817
MRPL33	OTUD3	848
MRPS10	OTUD3	779
MRPL13	OTUD3	720
ANAPC1	CDC14B	710
UBR1	UBR4	885
UBR2	UBR4	882
ERCC8	DCAF17	902
DTL	DCAF17	901
GLMN	DCAF17	756
MTREX	RBM7	999
DHX9	RBM7	828
RBM39	RBM7	888
C1D	RBM7	904
PHAX	RBM7	700
MPHOSPH6	RBM7	744
NF1	SDHD	835
VCAN	OGN	729
ASPN	OGN	916
COL14A1	OGN	782
FARSB	IARS1	914
NARS2	IARS1	871
EPRS1	IARS1	999
AARS1	IARS1	980
RARS1	IARS1	999
NARS1	IARS1	965
HSPA4	HSPA1B	939
HSPA9	HSPA1B	802
HSPD1	HSPA1B	846
NR3C1	HSPA1B	935
DNAJB7	HSPA1B	758
SIRT1	HSPA1B	729
HSP90AA1	HSPA1B	998
BAG4	HSPA1B	798
ST13	HSPA1B	838
EGFR	HSPA1B	923
CLPB	HSPA1B	767
BAG2	HSPA1B	914
DNAJB4	HSPA1B	976
RBM43	RND3	729
ROCK2	RND3	774
CFL2	RND3	765
PTK2	SHC3	909
SOS2	SHC3	931
MET	SHC3	922
GAB1	SHC3	932
EGFR	SHC3	988
AXL	SHC3	907
SGO1	MASTL	763
KIF11	MASTL	776
TTK	MASTL	773
ABCB7	ISCA1	730
NUBPL	ISCA1	820
CLCN3	CLCN5	754
CFL2	CLCN5	809
PIKFYVE	PIP4K2A	943
PLCE1	PIP4K2A	733
SYNJ2	PIP4K2A	930
VCL	PIP4K2A	911
PIK3CA	PIP4K2A	925
PTEN	PIP4K2A	957
PIP5K1A	PIP4K2A	935
ARID5B	PIP4K2A	700
MTM1	PIP4K2A	720
MTMR2	PIP4K2A	751
ROCK2	PIP4K2A	903
NANP	PSAT1	744
CTBP2	PSAT1	949
PSAT1	CEP78	752
QKI	MBNL2	914
MBNL1	MBNL2	813
UGGT1	UGGT2	911
CANX	UGGT2	900
TGDS	GPR180	752
LRRTM2	CEMIP2	924
ZNF510	ZNF41	787
PKD2	TRPM3	751
ERI2	XRN2	946
SETX	XRN2	874
XRN1	XRN2	985
PCF11	XRN2	722
DHX15	XRN2	712
MTREX	XRN2	753
UPF2	XRN2	784
PGBD1	ZKSCAN3	828
ZNF397	ZKSCAN3	840
ZSCAN20	ZKSCAN3	815
SDAD1	NSUN6	845
GTPBP4	NSUN6	978
GNL3L	NSUN6	928
LTV1	NSUN6	758
WDR12	NSUN6	947
DDX55	NSUN6	941
CEBPZ	NSUN6	893
DDX10	NSUN6	704
RPL21	NSUN6	772
RPL7A	NSUN6	796
RPF1	NSUN6	940
BMS1	NSUN6	801
ESF1	NSUN6	824
POLR1A	NSUN6	830
RPL4	NSUN6	774
RSL24D1	NSUN6	959
DHX15	NSUN6	834
RPL18A	NSUN6	754
RPL38	NSUN6	785
MAK16	NSUN6	917
RPL37	NSUN6	761
RPL27A	NSUN6	767
DDX18	NSUN6	978
WDR3	NSUN6	821
RPL15	NSUN6	770
NOC3L	NSUN6	958
H2AC14	H2BC13	822
H4C6	H2BC13	936
H2AC8	H2BC13	767
H3-4	H2BC13	940
SMARCA5	H2BC13	734
CDC73	H2BC13	814
ATXN7	H2BC13	709
H2AC21	H2BC13	718
H4C11	H2BC13	731
LEO1	H2BC13	709
H2AC7	H2BC13	744
ATRX	H2BC13	712
H3C13	H2BC13	942
H3C12	H2BC13	939
H2AC20	H2BC13	909
H2BC12	H2AC12	981
H2AC20	H2AC12	904
H2AC8	H2AC12	952
H2AC17	H2AC12	928
H2BC13	H2AC12	728
H3C13	H2AC12	972
H4C6	H2AC12	972
H2AC11	H2AC12	916
H2BC5	H2AC12	720
H2AC21	H2AC12	911
H4C11	H2AC12	945
H3C14	H2AC12	958
H2BC4	H2AC12	719
H2AC14	H2AC12	953
EGFR	ERRFI1	996
EGFR	STAM	773
STAM2	STAM	994
EPS15	STAM	903
CHMP2B	STAM	949
RPS27A	STAM	993
USP15	UCHL3	751
USP1	UCHL3	767
NAE1	UCHL3	747
ZUP1	UCHL3	863
RPS27A	UCHL3	989
CLPB	UCHL3	808
SENP8	UCHL3	857
UBA3	UCHL3	805
UTP20	NOL9	816
MDN1	NOL9	800
WDR12	NOL9	762
UTP15	NOL9	732
IPO5	NOL9	733
HEATR1	NOL9	844
H2AC14	H2BC10	922
H3C13	H2BC10	909
CENPI	H2BC10	811
H2AC8	H2BC10	885
H4C6	H2BC10	973
H2BC4	H2BC10	961
H2BC5	H2BC10	937
H2AC20	H2BC10	962
VRK1	H2BC10	900
CENPC	H2BC10	900
H3C12	H2BC10	922
H3C14	H2BC10	914
H2BC7	H2BC10	977
H3C10	H2BC10	939
ARID2	H2BC10	806
H2AC11	H2BC10	974
H2BC21	H2BC10	932
ITGB3BP	H2BC10	801
H4C11	H2BC10	972
RPS27A	H2BC10	914
H2AC7	H2BC10	986
CENPQ	H2BC10	802
H2AC17	H2BC10	985
H2AC11	H4C2	961
MED21	H4C2	817
CENPC	H4C2	900
H2AC8	H4C2	992
H3-4	H4C2	938
RPS27A	H4C2	889
H2BC10	H4C2	977
H2BC7	H4C2	976
H1-4	H4C2	963
H1-5	H4C2	885
H2AC7	H4C2	957
SMARCA5	H4C2	932
MNAT1	H4C2	837
ARID2	H4C2	800
H2BC21	H4C2	971
ATAD2	H4C2	917
GTF2H2	H4C2	829
CDK7	H4C2	801
ITGB3BP	H4C2	804
